tipo_item,endereco,bairro,metragem_m2,latidude,longitude,lote,observacoes
area publica,esther rodrigues franco (barranco do quarteirão inteiro),gávea,"17.474,14","-23,2507004","-51,1646159",1,
canteiros,av miguel mestre / luiz ferrari,leblon,"12.828,22","-23,3162907","-51,1420823",1,
area publica,miguel mestre c luiz rodri garcia,leblon,"2.137,95","-23,2584786","-51,1592703",1,
praça,subt julio de souza c/ jose p de mendonça,leblon,"3.591,48","-23,3722401","-51,2198341",1,
area publica,av miguel mestre (calçada fora da cerca - do condomínio até lava rápido),leblon,"695,40","-23,3197305","-51,1662008",1,
canteiros,benjamin siebeneich,heimtal,"924,52","-23,2540981","-51,1578501",1,
praça,ludwig ernest c/ domingos cantagalli,heimtal,"3.181,13","-23,2535193","-51,1574043",1,
praça,ludwig ernest c/ carlos stallmann,heimtal,"3.526,81","-23,2535193","-51,1574043",1,
area publica,rua dr. izaac de lima c/ paulo akaichi,heimtal,"15.039,28","-23,2427948","-51,1551615",1,
area publica,av. manoel honorato sobrinho,heimtal,"11.339,22","-23,2388844","-51,1557602",1,
area publica,av. manoel honorato sobrinho,heimtal,"5.713,00","-23,2388844","-51,1557602",1,
a. pública,rua domingos cantagali (laterais campo de futebol),heimtal,"973,54","-23,2519955","-51,156745",1,
area publica,av pedro rossato - paulo akachi (primeira esquina em frente a escola),heimtal,"2.803,74","-23,24445","-51,1569727",1,
area publica,av pedro rossato - paulo akachi (primeira esquina em frente a rodovia),heimtal,"3.279,42","-23,24445","-51,1569727",1,
area publica,av pedro rossato - paulo akachi ( 1ª esquina do condomínio de baixo),heimtal,"669,00","-23,24445","-51,1569727",1,
area publica,av pedro rossato - paulo akachi (esquina do condomínio de cima),heimtal,"631,87","-23,24445","-51,1569727",1,
area publica,av pedro rossato - paulo akachi ( 2ª esquina do condomínio de baixo),heimtal,"578,60","-23,24445","-51,1569727",1,
area publica,av pedro rossato - paulo akachi (meia lua de baixo),heimtal,"1.415,08","-23,24445","-51,1569727",1,
area publica,geraldo felipe faria (duas esquinas),heimtal,"1.200,94","-23,2412685","-51,1557823",1,
area publica,geraldo felipe faria (rotatória do condomínio de baixo ),heimtal,"1.963,50","-23,2412685","-51,1557823",1,
area publica,av pedro rossato - paulo akachi (meia lua de cima do condomíno de baixo),heimtal,"1.177,30","-23,24445","-51,1569727",1,
canteiros,av pedro rossato - paulo akachi,heimtal,"11.005,01","-23,24445","-51,1569727",1,
canteiro central,av. manoel honorato sobrinho,heimtal,"2.536,25","-23,2388844","-51,1557602",1,
praça e laterais fd. de vale,gustavo kruger,bella vida heimtal,"1.374,15","-23,2467571","-51,1556428",1,
praça,leonardo lopes camargo gualberto,bella vida heimtal,"2.759,02","-23,3107725","-51,222379",1,
area publica,leonardo lopes camargo gualberto,bella vida heimtal,"2.908,96","-23,3107725","-51,222379",1,
fundo de vale,av. manoel honorato sobrinho,bella vida heimtal,"21.668,43","-23,2388844","-51,1557602",1,
area publica,spartaco ferrarese e laterais da saul até igreja,santa cruz,"23.863,35","-23,256178","-51,1537189",1,
praça,josé de souza e oliveira,santa cruz,"587,88","-23,2539968","-51,152005",1,
praça,remo ferraresi,santa cruz,"723,33","-23,3223683","-51,1562463",1,
praça,remo ferraresi,santa cruz,"255,5","-23,3223683","-51,1562463",1,
praça,sidnei josé franco,santa cruz,"192,37","-23,2544452","-51,1528003",1,
praça,augustinha maria de góes,santa cruz,"197,86","-23,2547969","-51,1517483",1,
praça,iwao nakashima,santa cruz,"370,06","-23,2552884","-51,1522248",1,
praça,sebastiana siqueira monteiro,santa cruz,"665,12","-23,254427","-51,1518268",1,
praça,remo ferrarese c/ bento amaral monteiro 2 áreas,itapoa,"356,25","-23,2479249","-51,1489082",1,
area publica,rua eudócio antônio ferreira c/ remo ferraresi,itapoá,"3.064,75","-23,25138","-51,1534131",1,
area publica,remo ferrarese c euclides sturti,itapoa,"708,53","-23,2542519","-51,1515666",1,
praça,frederico cianca,itapoa,"1.527,84","-23,250526","-51,1517656",1,
praça,eurides marin lins c/ bento amaral monteiro,campos verdes,"5.896,82","-23,2479249","-51,1489082",1,
laterais,r. silvério paglia,belém,"699,87","-23,3704646","-51,1415452",1,
praça,silvério paglia c/ joão antº da silva,aliança,"3.571,34","-23,3339591","-51,177583",1,
praça,mario pontes c francisco gomes,belem,"9.685,96","-23,3102176","-51,1995339",1,
praça,raimundo duin c silverio paglia,aliança,"7.189,88","-23,243077","-51,1496338",1,
area publica,rua angelo puglia,belem,"597,78","-23,2477261","-51,1465405",1,
fundo de vale,osmar olivio kleber,belem / verona,"7.908,10","-23,3038188","-51,1500643",1,
area publica,osmar olivio kleber,jd verona,"5.404,98","-23,3038188","-51,1500643",1,
area publica,osmar olivio kleber,jd verona,"8.770,11","-23,3038188","-51,1500643",1,
praça,benedicto antonio de matosa,bem viver,"944,25","-23,241313","-51,1444375",1,
praça,geraldo porto,bem viver,"4.332,70","-23,2437264","-51,144217",1,
laterais,bruno prado / bento amaral,bem viver,"3.276,11","-23,2479249","-51,1489082",1,
area publica,gines parra c armando piantini,maria cecilia,"15.852,41","-23,2491276","-51,1462417",1,
area publica,gessi eugenio da silva c/ alcides s. santiago,maria cecilia,"7.830,35","-23,2526603","-51,1435887",1,
area publica,benedito m duarte c/ ana piacentini,maria cecilia,"3.282,52","-23,2455167","-51,1403862",1,
area publica,ana caputo piacentini c/ eduardo f da silva,maria cecilia,"5.084,92","-23,2455167","-51,1403862",1,
fundo de vale,ana caputo piacentini,maria cecilia,"9.148,68","-23,2455167","-51,1403862",1,
area publica,gessi eugenio da silva c/ lino sachetin,luiz de sá,"17.614,72","-23,2526603","-51,1435887",1,
praça,francisco ruiz f. assis,luiz de sá,"27.713,26","-23,2546216","-51,1409836",1,
area publica,ernesto lahman c/ gessi eugênio da silva (dentro e fora da mata),luiz de sá,"42.206,44","-23,2526603","-51,1435887",1,
area publica,r. palmira bandeira parizoto,luis de sá,"529,16","-23,2471225","-51,1399198",1,
area publica,vergílio perin c/ julio farináceo,aquiles,"480,00","-23,2516907","-51,1429172",1,
area publica,leonor maria ribeiro (lateral externa de toda mata),primavera,"1.130,36","-23,2434845","-51,1370889",1,
area publica,joão b. dos santos c/ francisco u.farias,dom vicente,"5.617,89","-23,2521639","-51,1346725",1,
area publica,av. gulhermina lahman c/ jorge calixto,catuaí,"38.454,90","-23,2531891","-51,1377998",1,
laterais,antonio lopes alves,catuaí,"4.706,58","-23,2583247","-51,1330773",1,
praça,francisco g. de campos c ivo moratelli,itaparica,"5.731,59","-23,3234273","-51,188917",1,
praça,francisco g de campos c eduardo turetta,itaparica,"1.571,49","-23,3234273","-51,188917",1,
area publica,meire cristiane bonancea santos,jesualdo garcia,"20.000,00","-23,280882","-51,135596",1,
area publica,meire cristiane bonancea santos,jesualdo garcia,"504,01","-23,280882","-51,135596",1,
area publica,meire cristiane bonancea santos,jesualdo garcia,"3.620,00","-23,280882","-51,135596",1,
area publica,meire cristiane bonancea santos,jesualdo garcia,"6.010,00","-23,280882","-51,135596",1,
area publica,meire cristiane bonancea santos,jesualdo garcia,"4.421,98","-23,280882","-51,135596",1,
fundo de vale,meire cristiane bonancea santos,jesualdo garcia,"426,32","-23,280882","-51,135596",1,
campo de futebol,centenario do sul c nova esperança,lindóia,"14.566,02","-23,3918295","-51,1148339",1,
praça,centenario do sul c florestopolis,lindóia,"2.210,15","-23,2836148","-51,1233398",1,
fundo de vale,ortigueira e milton saconato,lindóia,"2.946,04","-23,28627","-51,1280845",1,
vielas,florestópolis até ortigueira,lindóia,"750,00","-23,2815493","-51,1254069",1,
canteiros,av josé r martins,mister thomas,"3.180,50","-23,2788408","-51,1268468",1,
area publica,almenio correa lemes,mister thomas,"1.971,54","-23,2802678","-51,1269029",1,
fundo de vale,da antonio marques até paulina vitorino,mister thomas,"19.744,94","-23,2777663","-51,1287861",1,
area publica,almenio correa lemes c/ nova londrina,mister thomas,"1.178,11","-23,2802678","-51,1269029",1,
area publica,carmem romero c/ maritacas,eucaliptos,"752,33","-23,2836317","-51,1167695",1,
area publica,massao ouya c/ maritacas,eucaliptos,"2.177,59","-23,2829625","-51,1128391",1,
area publica,rua vicente poleti,eucaliptos,"4.224,91","-23,279438","-51,1077091",1,
a. pública,antônio bernardi c/ rafael calil jorge,urca,"643,31","-23,2845592","-51,1121739",1,
a. pública,antônio bernardi c/ romeu lupion moreno,urca,"2.421,05","-23,2852924","-51,1118092",1,
a. pública,regina longhi pirola,vl. romana,"7.135,26","-23,287725","-51,1159791",1,
praça,elpidio fabiani c/ claudio faissal,vila romana,"5.203,33","-23,2911538","-51,1152232",1,
praça,dionisio p. de castro c claudio faissal,vila romana,"7.916,55","-23,2909924","-51,1162829",1,
fundo de vale,manoel cruz malassise,vila romana,"1.181,22","-23,2915271","-51,1150341",1,
praça,valter pruner c/ camila kauan,alemanha,"2.171,67","-23,2913051","-51,1189542",1,
campo de futebol,orlando silva c/ geraldo f. dos santos,alemanha,"4.860,10","-23,2892023","-51,1211617",1,
lote q 15 l 24,r. do canario,waldemar hauer,"607,02","-23,2917197","-51,1248669",1,
lote q 17 l3,r. do canario,waldemar hauer,"1.551,66","-23,2917197","-51,1248669",1,
lote q19 l 2,r. do canario,waldemar hauer,"1.930,39","-23,2917197","-51,1248669",1,
lote q 21 l 1,r. do canario,waldemar hauer,"1.282,84","-23,2917197","-51,1248669",1,
parque tecnologico,damaris rosa de m monteiro,alemanha,"31.201,58","-23,2900439","-51,1235141",1,
parque tecnologico,amélia r abib tauil,alemanha,"17.094,26","-23,2929335","-51,1289321",1,
canteiros,das codornas,waldemar hauer a,"878,32","-23,2910382","-51,1301633",1,
fundo de vale,ida melhorato americo,marissol,"2.628,73","-23,2966543","-51,121675",1,
fundo de vale,francisco americo,marissol,"1.739,67","-23,2949976","-51,1198537",1,
canteiros,av mateus guerreiro filho,marissol,"2.406,28","-23,2961358","-51,1218536",1,
area publica,antonio r. duarte c francisco americo,marissol,"62,04","-23,2949976","-51,1198537",1,
lotes públicos,r. andré betti q2 l 49 e 50,marissol,"539,85","-23,2938797","-51,1211332",1,
lotes públicos,r. andré betti q2 l 57,marissol,"286,3","-23,2938797","-51,1211332",1,
lotes públicos,r. andré betti q3 l5,marissol,"286,66","-23,2938797","-51,1211332",1,
lotes públicos,r. andré betti q3 l 18,marissol,"293,53","-23,2938797","-51,1211332",1,
lotes públicos,r. helena anunciada betti q 3 l 70,marissol,"271,05","-23,2944357","-51,12092",1,
lotes públicos,r. helena anunciada betti q 4 l 17,marissol,"286,22","-23,2944357","-51,12092",1,
lotes públicos,r. helena anunciada betti q 4 l 18,marissol,"291,52","-23,2944357","-51,12092",1,
lotes públicos,r. antônio ruivo duarte q 4 l 47,marissol,"276,14","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 4 l 48,marissol,"269,37","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 4 l 52,marissol,"271,3","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 4 l 53,marissol,"271,29","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 4 l 55,marissol,"272,59","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 5 l 5,marissol,"286,78","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 5 l 7,marissol,"284,31","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 5 l 8,marissol,"284,31","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 5 l 9,marissol,"284,31","-23,295013","-51,121019",1,
lotes públicos,r. antônio ruivo duarte q 5 l 13,marissol,"858,42","-23,295013","-51,121019",1,
area publica,aluízio lima,montecatini,"3.242,19","-23,2946194","-51,1144364",1,
area publica,agostinha g. satorato,montecatini,"11.614,80","-23,2977561","-51,1116158",1,
area publica,olimpio maximiano testa,montecatini,"1.515,39","-23,2976892","-51,1114096",1,
area publica,r. profª nicia silva rubin,montecatini,"31.151,82","-23,2988031","-51,1108508",1,
area publica,av. azilé miguel abujamra (20 metros),cidade industrial ii,"15.439,38","-23,3053348","-51,1067179",1,
marginal da br-369,walter bussadori,buena vista,"6.001,23","-23,289078","-51,0950995",1,
marginal da br-369,walter bussadori,buena vista,"5.783,50","-23,289078","-51,0950995",1,
marginal da br-369,walter bussadori,buena vista,"6.604,16","-23,289078","-51,0950995",1,
fundo de vale,yoshio obuti,buena vista,"3.640,00","-23,3814344","-51,1233955",1,
laterais,josefina padovan,buena vista,"2.027,40","-23,3197305","-51,1662008",1,
area publica,josefina padovan,buena vista,"13.767,44","-23,3197305","-51,1662008",1,
rua projetada,seu carvalho,gleba londrina,"1.835,00","-23,2947812","-51,1292573",1,
praça,guaira c bore,castelo,"2.266,69","-23,3021364","-51,1430213",1,
area publica,ceará com símon bolívar,castelo,"34,39","-23,3197305","-51,1662008",1,
area publica,bauxita c/ agua marinha,castelo,"696,00","-23,3032345","-51,1390711",1,
praça,flamengo c/ aratinga,vila yara,"520,76","-23,2932941","-51,1440104",1,
viela,simon bolivar,castelo,"339,6","-23,2974743","-51,142805",1,
viela,ubirajara,castelo,"348,80","-23,298718","-51,1414812",1,
vielas,vicente celestino 2 vielas,castelo,"564,06","-23,2993762","-51,14272",1,
vielas,"rua maracaí, pitangui",castelo,"539,80","-23,3027502","-51,1416277",1,
vielas,"ruas amianto, manganês e diamante 3 vielas",ideal,"750,00","-23,3020649","-51,1381787",1,
praça,rutilo ate rua ametista,ideal,"8.079,51","-23,296424","-51,1374193",1,
laterais,cont rua mangaba fundo de vale,ideal,"216,33","-23,3077882","-51,1356294",1,
laterais,transposição r pingo d agua f. de vale,ideal,"621,78","-23,3020203","-51,1347725",1,
fundo de vale,heron domingues,itauna,"1.771,81","-23,3038438","-51,1351898",1,
area publica,zircônio,ideal,"422,38","-23,3003192","-51,1344229",1,
praça,araticum c ananas,itauna,"2.172,05","-23,3089239","-51,1340119",1,
praça,jambolao c araticun,itauna,"1.752,53","-23,3089239","-51,1340119",1,
area publica,abacateiros c araticun,itauna,"664,65","-23,3089239","-51,1340119",1,
fundo de vale,ameixeiras,marabá,"7.408,84","-23,3065419","-51,1326128",1,
area publica,abacateiros (jd maraba),marabá,"834,43","-23,3071059","-51,1326095",1,
area publica,academia e campo santa fe,santa fe,"1.216,71","-23,3077359","-51,1473658",1,
area publica,marmelos,marabá,"531,02","-23,3074126","-51,1332986",1,
area publica,rua ernesta galvani dos santos,monte cristo,"1.130,15","-23,3053839","-51,1253833",1,
praça,das bananeiras,interlagos,"409,96","-23,3079565","-51,1348244",1,
praça,do cuite,interlagos,"2.109,98","-23,3085366","-51,1309221",1,
lotes,cuité e cerejeira - 9 lotes,interlagos,"2.034,82","-23,3097464","-51,1340027",1,
area publica,r. do morango,interlagos,"223,90","-23,310323","-51,1298213",1,
praça,da pereira c/ morango,interlagos,"2.062,11","-23,2802513","-51,1957403",1,
praça,do morngo c/ cerejeira ( 2 areas),interlagos,"1.949,47","-23,3099009","-51,1340156",1,
lotes,cerejeira (frente ao posto de saude),interlagos,"1.044,66","-23,310323","-51,1298213",1,
praça,olga minatti c jose d plinio,interlagos,"2.034,82","-23,309161","-51,1276219",1,
laterais,coronel luiz gastão richter c/ josé dutra,laranjeiras,"409,96","-23,3080277","-51,1317726",1,
canteiros,do imbu,interlagos,"515,02","-23,3073734","-51,1352513",1,
praça,roseiral c/ girassol,interlagos,"3.004,07","-23,356084","-51,1392649",1,
praça,flor de abril c/ girassol,interlagos,"6.791,27","-23,3106405","-51,1379869",1,
viela,flor de abril,interlagos,"241,8","-23,3087697","-51,1385862",1,
area publica,maria fernandes de brito,vl ricardo,"817,02","-23,3039625","-51,1395328",1,
area publica,gardenias c rosa branca,interlagos,"213,88","-23,2883064","-51,2040586",1,
area publica,rua jose dutra plinio,laranjeiras,"24.679,69","-23,3087404","-51,1255662",1,
fundo de vale,teodoro victoreli,morumbi,"751,25","-23,3121377","-51,1426712",1,
laterais,linha ferrea jd laranjeiras ate br,vários,"39.029,49","-23,3197305","-51,1662008",1,
lote,r. santa terezinha c/ rua walter oldemburgo,san rafael,"971,99","-23,3094297","-51,1412257",1,
area publica,rua santa francisca,pindorama i,"12.684,58","-23,3082892","-51,1444776",1,
area publica,rua santa marta ate santa clara,pindorama i,"8.258,23","-23,3066779","-51,1446322",1,
fundo de vale,rua walter oldem burgo,san rafael,"1.900,00","-23,3094297","-51,1412257",1,
praça + viela(marco zero),rua santa filomena oposto ao nº 154,pindorama i,"1.241,58","-23,3098979","-51,1433845",1,
fundo de vale,rua flor de jesus - da rua santa terezinha até rua rosa branca (dois lados - campo e laterais ),interlagos,"16.899,00","-23,3197305","-51,1662008",1,
fundo de vale,r. porfíria ribeiro de paula,warta,"8.873,71","-23,1936954","-51,201049",1,
laterais,entre paulo bowskowsk e nicola jaqueta,warta,"691,73","-23,1926829","-51,2020162",1,
laterais,entre av. londrina e fundo de vale,warta,"691,73","-23,2848045","-51,1698646",1,
area publica e ubs,av. londrina campo de futebol e u.b.s.,warta,"220,87","-23,3192302","-51,1577851",1,
